survey,id,regions_of_interest,topics_of_interest,special_stories,formats_used,open_text_media,formats_preferred,residence_town,place_of_birth,small_age_band,person_type,web_device,web_at_home,registered_voter,big_age_band,language,latino,gender,tv_video_language,radio_audio_language,print_language,trust_national_news,trust_local_news,trust_social_media_news,trust_news_from_social_circle,trust_sources_of_news_about_my_community,local_news_covers_issues_important_to_me,local_news_reflects_my_beliefs_values
Spanish,2022/06/18 9:50:45 AM EST,Internacional,Políticas,Temas acerca de jóvenes,Social media,Univision,Social media,Meriden,MEXICO,40-49,None of these,Yes,Yes,No,age30_49,Spanish,Yes,Woman,Both English and Spanish,Both English and Spanish,Both English and Spanish,Some,Some,Some,A lot,Neutral,Neutral,Neutral
Spanish,2022/06/18 9:56:36 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Deportes;Políticas;Música, arte y cultura;Negocios locales;Educación;Salud;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Bienes raíces y propietario de vivienda;Oportunidades de participación comunitaria;Diversidad y justicia social;Asuntos ambientales y cambio de climático;Tecnología;Viajes y hospitalidad;Comida",Temas acerca de familias con niños;Temas acerca de los jóvenes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,TV,Telemundo,TV,Meriden,MEXICO,30-39,Parent,No,Yes,No,age30_49,Both English and Spanish,Yes,Woman,Spanish,Spanish,Spanish,A lot,A lot,Some,Some,Agree,Neutral,Neutral
Spanish,2022/06/18 10:19:49 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Salud;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Noticias",Temas acerca de familias con niños;Temas acerca de los jóvenes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,TV,Telemundo,TV,Meriden,PUERTO RICO,50-59,None of these,Yes,Yes,Yes,age50_99,Both English and Spanish,Yes,Woman,Both English and Spanish,Both English and Spanish,Both English and Spanish,A lot,Some,A lot,A lot,Agree,Agree,Agree
Spanish,2022/06/18 10:36:37 AM EST,None,Deportes;Viajes y hospitalidad,Temas acerca de familias con niños,TV,Univision,TV,Meriden,MEXICO,30-39,Parent,Yes,Yes,Prefer not to say,age30_49,Both English and Spanish,Yes,Man,Both English and Spanish,Both English and Spanish,Both English and Spanish,Some,Not at all,Not at all,Some,Neutral,Neutral,Neutral
Spanish,2022/06/18 10:45:03 AM EST,Internacional,Educación;Salud,Temas acerca de familias con niños;Temas acerca de las personas de la tercera edad,TV,Telemundo,TV,Meriden,DOMINICAN REPUBLIC,70 or older,None of these,No,No,Yes,age50_99,Spanish,Yes,Woman,Spanish,Spanish,Spanish,Some,Not at all,Not at all,Some,Neutral,Neutral,Neutral
Spanish,2022/06/18 11:05:32 AM EST,Local,Educación,Temas acerca de los jóvenes,Social media,Telemundo,Social media,Meriden,DOMINICAN REPUBLIC,30-39,Parent,Yes,Yes,No,age30_49,Both English and Spanish,Yes,Woman,Spanish,Spanish,Spanish,A lot,A lot,A lot,Not at all,Agree,Neutral,Agree
Spanish,2022/06/19 5:55:59 AM EST,Local;Estatal,"Deportes;Políticas;Música, arte y cultura;Negocios locales;Educación",Temas acerca de los jóvenes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de participacion comunitaria,Email/newsletter,Patch,News apps/news websites,Wallingford,MEXICO,50-59,None of these,Yes,Yes,Yes,age50_99,Spanish,Yes,Man,Both English and Spanish,Both English and Spanish,Both English and Spanish,Some,A lot,Not at all,Some,Agree,Agree,Agree
Spanish,2022/06/19 5:05:07 PM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Políticas;Música, arte y cultura;Negocios locales;Educación;Salud;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Bienes raíces y propietario de vivienda;Diversidad y justicia social;Tecnología",Temas acerca de familias con niños;Temas acerca de los jóvenes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas,Social media,NA,Social media,Wallingford,MEXICO,40-49,Parent,Yes,Yes,No,age30_49,Spanish,Yes,NA,Spanish,NA,Spanish,Some,Some,Some,Some,Neutral,Neutral,Neutral
Spanish,2022/06/21 6:34:26 PM EST,Local;Estatal,"Políticas;Negocios locales;Educación;Salud;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Oportunidades de participación comunitaria",Temas acerca de familias con niños;Temas acerca de los jóvenes;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Text message,NA,Text message,Wallingford,ECUADOR,40-49,Parent,Yes,Yes,Yes,age30_49,Both English and Spanish,Yes,Woman,NA,NA,Other,A lot,Some,Some,Some,Neutral,Neutral,Neutral
Spanish,2022/06/22 4:40:35 AM EST,Local;Regional/Nueva Inglaterra/NYC Metro;Internacional,"Negocios locales;Educación;Salud;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Bienes raíces y propietario de vivienda;Asuntos ambientales y cambio de climático;Tecnología;Comida",Temas acerca de los jóvenes;Temas acerca de las personas de la tercera edad;Temas acerca de participacion comunitaria,Radio,Telemundo,Email/newsletter,Meriden,PUERTO RICO,50-59,None of these,Yes,Yes,Yes,age50_99,Spanish,Yes,Woman,Spanish,Spanish,Spanish,A lot,A lot,Some,Some,Agree,Agree,Agree
Spanish,2022/06/22 2:48:46 PM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro,"Deportes;Música, arte y cultura;Negocios locales;Educación;Salud;Eventos locales;Finanzas y educación financiera;Oportunidades de participación comunitaria;Asuntos ambientales y cambio de climático",Temas acerca de familias con niños;Temas acerca de los jóvenes;Temas acerca de participacion comunitaria,Email/newsletter,CNN,Email/newsletter,Wallingford,ECUADOR,30-39,Parent,Yes,Yes,No,age30_49,Spanish,Yes,Woman,Spanish,Spanish,Spanish,A lot,A lot,A lot,A lot,Agree,Agree,Agree
Spanish,2022/06/22 3:05:41 PM EST,Local,Educación;Salud,Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de participacion comunitaria,Email/newsletter,NA,Email/newsletter,Wallingford,ECUADOR,50-59,None of these,No,Yes,Yes,age50_99,Spanish,Yes,Woman,NA,NA,Spanish,Some,Some,Some,Some,Neutral,Agree,Neutral
Spanish,2022/06/22 4:16:12 PM EST,Local,"Deportes;Música, arte y cultura",Temas acerca de los jóvenes;Temas acerca de las personas de la tercera edad;Temas acerca de jóvenes,TV,Facebook,News apps/news websites,Meriden,MEXICO,18-29,None of these,Yes,Yes,No,NA,Spanish,Yes,Man,Spanish,Spanish,Spanish,A lot,A lot,A lot,A lot,Neutral,Agree,Agree
Spanish,2022/06/22 4:29:28 PM EST,Local;Estatal,"Música, arte y cultura;Salud;Finanzas y educación financiera;Viajes y hospitalidad;Comida",Temas acerca de los jóvenes;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,TV,Telemundo,TV,Meriden,PUERTO RICO,50-59,None of these,No,Yes,Yes,age50_99,Both English and Spanish,Yes,Woman,Spanish,Spanish,Spanish,A lot,A lot,Not at all,A lot,Agree,Agree,Agree
Spanish,2022/06/22 4:36:34 PM EST,Nacional,Deportes;Educación;Salud,Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas,TV,Telemundo y la voz,TV,Meriden,OTHER,40-49,None of these,Yes,Yes,No,age30_49,Spanish,Yes,Woman,Spanish,Spanish,Spanish,Some,Some,Some,A lot,Neutral,Neutral,Neutral
Spanish,2022/06/22 5:03:38 PM EST,Local;Internacional,"Deportes;Música, arte y cultura;Educación;Eventos locales;Tecnología;Viajes y hospitalidad;Comida",Temas acerca de familias con niños,Social media,Facebook,Social media,Meriden,ECUADOR,18-29,Parent,Yes,Yes,Prefer not to say,NA,Spanish,Yes,Woman,Spanish,Spanish,Spanish,A lot,Some,A lot,A lot,Agree,Neutral,Neutral
Spanish,2022/06/22 5:09:40 PM EST,NA,Deportes,Temas acerca de familias con niños,TV,Telemundo,TV,Meriden,OTHER,18-29,None of these,No,No,No,NA,Spanish,Yes,Man,Spanish,Spanish,Spanish,Not at all,Not at all,Not at all,Not at all,Disagree,Neutral,Neutral
Spanish,2022/06/22 5:15:35 PM EST,Local;Internacional,Políticas;Negocios locales;Diversidad y justicia social,Temas acerca de familias con niños;Temas acerca de las personas de la tercera edad,Radio,"Facebook, Univision y Telemundo",TV,Waterbury,PUERTO RICO,40-49,Parent,Yes,Yes,Yes,age30_49,Both English and Spanish,Yes,Woman,Both English and Spanish,Both English and Spanish,Both English and Spanish,A lot,A lot,Some,Some,Neutral,Neutral,Neutral
Spanish,2022/06/22 5:30:52 PM EST,Internacional,Deportes;Políticas;Asuntos ambientales y cambio de climático,Temas acerca de las personas de la tercera edad,Social media,"Facebook, CNN y Telemundo",News apps/news websites,All others,ECUADOR,18-29,Parent,Yes,Yes,Not sure,NA,Spanish,Yes,Woman,Both English and Spanish,Both English and Spanish,Both English and Spanish,Some,Not at all,Some,A lot,Agree,Neutral,Disagree
Spanish,2022/06/22 5:56:05 PM EST,Internacional,Viajes y hospitalidad,Temas acerca de las personas de la tercera edad,TV,CNN,TV,Wallingford,ECUADOR,30-39,None of these,Yes,Yes,No,age30_49,Both English and Spanish,Yes,Man,Both English and Spanish,Both English and Spanish,Both English and Spanish,A lot,Some,Some,Some,Disagree,Neutral,Neutral
Spanish,2022/06/22 6:05:39 PM EST,Internacional,"Deportes;Música, arte y cultura",Temas acerca de las personas de la tercera edad,News apps/news websites,CNN,News apps/news websites,Meriden,ECUADOR,50-59,None of these,Yes,Yes,Prefer not to say,age50_99,Spanish,Yes,Man,Both English and Spanish,Both English and Spanish,Both English and Spanish,Some,Not at all,Not at all,Not at all,Neutral,Disagree,Disagree
Spanish,2022/06/23 12:18:31 PM EST,Local;Nacional,"Políticas;Negocios locales;Educación;Salud;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Oportunidades de participación comunitaria;Tecnología;Viajes y hospitalidad",Temas acerca de familias con niños;Temas acerca de los jóvenes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Email/newsletter,Facebook,Email/newsletter,Hartford,OTHER,30-39,Parent,Yes,Yes,No,age30_49,Spanish,Yes,Woman,Spanish,Spanish,NA,A lot,NA,NA,NA,NA,NA,NA
Spanish,2022/06/23 4:05:00 PM EST,Internacional,Deportes;Políticas;Salud,Temas acerca de familias con niños,TV,Univision,Email/newsletter,Meriden,ECUADOR,30-39,Parent,Yes,Yes,No,age30_49,Spanish,Yes,Man,Spanish,Spanish,Spanish,Some,Not at all,A lot,A lot,Neutral,Agree,Agree
Spanish,2022/06/23 4:11:19 PM EST,Nacional,"Música, arte y cultura;Viajes y hospitalidad",Temas acerca de familias con niños;Temas acerca de los jóvenes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,TV,Telemundo,TV,Meriden,PUERTO RICO,40-49,Parent,NA,No,No,age30_49,NA,Yes,Man,Spanish,Spanish,Spanish,Some,Some,A lot,A lot,Neutral,Neutral,Neutral
Spanish,2022/06/23 4:35:11 PM EST,Local;Estatal,Educación;Salud;Eventos locales;Tecnología,Temas acerca de familias con niños,Social media,Fox and CNN,Email/newsletter,Meriden,PUERTO RICO,30-39,Parent,Yes,Yes,Yes,age30_49,Both English and Spanish,Yes,Man,Both English and Spanish,Both English and Spanish,Both English and Spanish,Some,Some,A lot,Not at all,Neutral,Disagree,Neutral
Spanish,2022/06/23 4:44:39 PM EST,Internacional,Negocios locales;Educación;Eventos locales,Temas acerca de las personas de la tercera edad,TV,Telemundo,TV,Meriden,PUERTO RICO,60-69,None of these,No,Yes,Yes,age50_99,Both English and Spanish,Yes,Woman,Both English and Spanish,Both English and Spanish,Both English and Spanish,A lot,Some,A lot,A lot,Neutral,Agree,Neutral
Spanish,2022/06/23 5:36:53 PM EST,Internacional,Deportes;Políticas,Temas acerca de familias con niños;Temas acerca de las personas de la tercera edad,Social media,"Facebook,  CNN",TV,Meriden,ECUADOR,18-29,None of these,Yes,Yes,No,NA,Spanish,Yes,Man,Both English and Spanish,Both English and Spanish,Both English and Spanish,Not at all,Not at all,A lot,A lot,Agree,NA,Agree
Spanish,2022/06/24 1:13:18 PM EST,Local;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Deportes;Políticas;Música, arte y cultura;Negocios locales;Salud;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Bienes raíces y propietario de vivienda;Oportunidades de participación comunitaria;Viajes y hospitalidad",Temas acerca de familias con niños;Temas acerca de los jóvenes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Newspapers,Facebook,News apps/news websites,All others,MEXICO,50-59,Business owner,Yes,Yes,Yes,age50_99,Both English and Spanish,Yes,Woman,English,NA,Spanish,A lot,A lot,Some,A lot,Agree,Agree,Neutral
Spanish,2022/06/24 4:20:20 PM EST,Local;Internacional,"Salud;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Viajes y hospitalidad;Comida",Temas acerca de familias con niños;Temas acerca de participacion comunitaria,Email/newsletter,Facebook,Email/newsletter,Meriden,PUERTO RICO,40-49,Parent,Yes,Yes,Yes,age30_49,Spanish,Yes,Woman,Spanish,Spanish,Spanish,A lot,A lot,Some,Some,Neutral,Neutral,Neutral
Spanish,2022/06/24 4:37:23 PM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Deportes;Música, arte y cultura;Negocios locales;Educación;Salud;Eventos locales;Finanzas y educación financiera;Tecnología;Viajes y hospitalidad;Comida",Temas acerca de los jóvenes;Temas acerca de las personas de la tercera edad;Temas acerca de jóvenes,Social media,CNN y Telemundo,Newspapers,Meriden,PUERTO RICO,40-49,None of these,Yes,No,No,age30_49,Both English and Spanish,Yes,Woman,Both English and Spanish,Both English and Spanish,Both English and Spanish,A lot,Some,Not at all,Not at all,Agree,Neutral,Agree
Spanish,2022/06/24 5:11:59 PM EST,Local;Internacional,Salud;Oportunidades de participación comunitaria,Temas acerca de jóvenes;Temas acerca de participacion comunitaria,News apps/news websites,CNN e Instagram,News apps/news websites,Meriden,ECUADOR,30-39,Parent,Yes,Yes,No,age30_49,Both English and Spanish,Yes,Woman,Both English and Spanish,Both English and Spanish,Both English and Spanish,Some,Some,Some,Some,Agree,Neutral,Agree
Spanish,2022/06/24 5:16:03 PM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Música, arte y cultura",Ninguno de estos,TV,Telemundo y Facebook,TV,Meriden,PUERTO RICO,70 or older,None of these,No,Yes,Yes,age50_99,Spanish,Yes,Man,Spanish,Spanish,Spanish,A lot,Some,A lot,Some,Agree,Agree,Agree
Spanish,2022/06/24 5:23:54 PM EST,Local,Salud;Finanzas y educación financiera,Ninguno de estos,News apps/news websites,Facebook,Email/newsletter,Meriden,MEXICO,18-29,None of these,No,No,Prefer not to say,NA,Both English and Spanish,Yes,Man,Spanish,Spanish,Spanish,A lot,A lot,A lot,NA,Agree,Agree,Agree
Spanish,2022/06/24 5:29:04 PM EST,Internacional,"Deportes;Políticas;Música, arte y cultura;Bienes raíces y propietario de vivienda;Tecnología;Comida",Temas acerca de propietarios de pequeñas empresas,Social media,Facebook,News apps/news websites,All others,MEXICO,18-29,None of these,Yes,Yes,No,NA,Spanish,Yes,Man,Spanish,Spanish,Spanish,A lot,Not at all,Some,A lot,Agree,Agree,Neutral
Spanish,2022/06/24 5:37:27 PM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Deportes,Temas acerca de familias con niños;Temas acerca de los jóvenes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,TV,Facebook y Record Journal,TV,Meriden,DOMINICAN REPUBLIC,Under 18,None of these,Yes,Yes,No,age00_29,Spanish,Yes,Man,Both English and Spanish,Both English and Spanish,Both English and Spanish,A lot,A lot,Some,Some,Agree,Agree,Agree
Spanish,2022/06/24 5:48:27 PM EST,Local,Comida,Temas acerca de familias con niños,Radio,Univision,Text message,Meriden,MEXICO,30-39,None of these,Yes,Yes,No,age30_49,Spanish,Yes,Woman,Spanish,Spanish,Spanish,A lot,A lot,Some,A lot,Agree,Agree,Agree
Spanish,2022/06/24 5:54:44 PM EST,Internacional,Deportes;Tecnología,Temas acerca de propietarios de pequeñas empresas,Social media,CNN,Social media,Meriden,DOMINICAN REPUBLIC,60-69,Parent,Yes,Yes,Yes,age50_99,Both English and Spanish,Yes,Man,Both English and Spanish,Both English and Spanish,Both English and Spanish,A lot,Some,Not at all,Some,Agree,Agree,Agree
Spanish,2022/06/25 9:19:02 AM EST,Internacional,"Educación;Salud;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro)",Temas acerca de familias con niños;Temas acerca de propietarios de pequeñas empresas,Social media,"Facebook, Tik tok y IG",Social media,Meriden,ECUADOR,40-49,Parent,Yes,Yes,No,age30_49,Spanish,Yes,Woman,Spanish,Spanish,Spanish,Some,Some,Some,Some,Agree,Agree,Neutral
Spanish,2022/06/25 9:27:10 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Salud,Temas acerca de las personas de la tercera edad,TV,CNN,TV,Meriden,DOMINICAN REPUBLIC,60-69,None of these,No,No,No,age50_99,Spanish,Yes,Man,Spanish,Spanish,Spanish,Not at all,Not at all,Not at all,Some,Agree,Agree,Agree
Spanish,2022/06/25 9:32:57 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Deportes;Políticas,Temas acerca de familias con niños,TV,CNN y Telemundo,TV,Wallingford,DOMINICAN REPUBLIC,50-59,Student,Yes,Yes,Yes,age50_99,Spanish,Yes,Man,Spanish,Spanish,Spanish,A lot,Not at all,Some,Some,Agree,Agree,Agree
Spanish,2022/06/25 9:55:40 AM EST,Local,"Deportes;Música, arte y cultura",Temas acerca de familias con niños,TV,Univision and Fox,TV,Meriden,OTHER,60-69,Parent,No,No,NA,age50_99,Spanish,Yes,Man,Both English and Spanish,Both English and Spanish,Both English and Spanish,A lot,Not at all,Not at all,Not at all,Neutral,Agree,Agree
Spanish,2022/06/25 10:34:06 AM EST,Local,"Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Oportunidades de participación comunitaria",Temas acerca de familias con niños;Temas acerca de las personas de la tercera edad,TV,Telemundo,TV,Meriden,PUERTO RICO,70 or older,None of these,No,No,Yes,age50_99,Both English and Spanish,Yes,Woman,Spanish,Spanish,Spanish,Some,Some,Not at all,A lot,Disagree,Neutral,Disagree
Spanish,2022/06/25 10:55:47 AM EST,Internacional,"Políticas;Música, arte y cultura;Educación;Oportunidades de participación comunitaria;Viajes y hospitalidad",Temas acerca de familias con niños;Temas acerca de las personas de la tercera edad,TV,CNN y Fox,TV,Meriden,PUERTO RICO,70 or older,None of these,No,Yes,Yes,age50_99,Both English and Spanish,Yes,Man,Both English and Spanish,Both English and Spanish,Both English and Spanish,A lot,A lot,Not at all,A lot,Disagree,Disagree,Agree
Spanish,2022/06/25 11:01:42 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Deportes;Negocios locales;Finanzas y educación financiera,Temas acerca de participacion comunitaria,Social media,Facebook,Social media,Meriden,PUERTO RICO,30-39,Parent,Yes,Yes,Yes,age30_49,Spanish,Yes,Man,Both English and Spanish,Both English and Spanish,Both English and Spanish,Not at all,Not at all,A lot,A lot,Agree,Agree,Neutral
Spanish,2022/06/26 9:55:11 AM EST,Internacional,Asuntos ambientales y cambio de climático,Temas acerca de las personas de la tercera edad,Email/newsletter,Facebook,Social media,Meriden,PUERTO RICO,50-59,None of these,No,No,Yes,age50_99,Spanish,Yes,Man,Spanish,Spanish,Spanish,A lot,A lot,A lot,A lot,Disagree,Disagree,Disagree
Spanish,2022/06/26 10:20:38 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Salud;Comida,Temas acerca de las personas de la tercera edad,Social media,Univision y Telemundo,TV,Meriden,MEXICO,50-59,None of these,Yes,Yes,No,age50_99,Spanish,Yes,Woman,Both English and Spanish,Both English and Spanish,Both English and Spanish,Some,Some,A lot,Some,Agree,Agree,Agree
Spanish,2022/06/26 10:40:52 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Salud;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro)",Temas acerca de familias con niños;Temas acerca de los jóvenes;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Social circles,Univision,TV,Meriden,PUERTO RICO,70 or older,None of these,No,No,Yes,age50_99,Spanish,Yes,Man,Spanish,Spanish,Spanish,Some,Some,Not at all,Not at all,Agree,Agree,Agree
Spanish,2022/06/26 10:51:39 AM EST,Internacional,Políticas;Noticias,Temas acerca de propietarios de pequeñas empresas,TV,NPR,TV,Meriden,DOMINICAN REPUBLIC,40-49,Student,Yes,Yes,Yes,age30_49,Both English and Spanish,Yes,Man,Spanish,Spanish,Spanish,A lot,A lot,Some,Not at all,Neutral,Agree,Neutral
Spanish,2022/06/26 11:01:18 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Deportes,Temas acerca de familias con niños,News apps/news websites,Telemundo,TV,Meriden,PUERTO RICO,30-39,Parent,Yes,Yes,No,age30_49,Both English and Spanish,Yes,Man,Spanish,Spanish,Spanish,A lot,A lot,A lot,A lot,Agree,Agree,Agree
Spanish,2022/06/26 11:13:07 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Deportes;Políticas;Economia,Temas acerca de propietarios de pequeñas empresas,News apps/news websites,Telemundo,Social media,Waterbury,ECUADOR,30-39,Parent,Yes,Yes,No,age30_49,Spanish,Yes,Man,Both English and Spanish,Both English and Spanish,Both English and Spanish,Not at all,Some,A lot,Some,Neutral,Neutral,Neutral
Spanish,2022/06/26 11:26:30 AM EST,Internacional,Educación;Salud,Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes,TV,Facebook,TV,Meriden,PUERTO RICO,40-49,None of these,Yes,Yes,Yes,age30_49,Both English and Spanish,Yes,Man,Spanish,Spanish,Spanish,A lot,A lot,Some,Some,Neutral,Neutral,Neutral
Spanish,2022/06/26 11:38:08 AM EST,Local,Negocios locales,Temas acerca de participacion comunitaria,TV,Facebook,TV,All others,DOMINICAN REPUBLIC,50-59,None of these,Yes,Yes,Prefer not to say,age50_99,Spanish,Yes,Woman,Both English and Spanish,Both English and Spanish,Both English and Spanish,A lot,Not at all,Not at all,A lot,Agree,Agree,Agree
Spanish,2022/06/28 9:38:32 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Políticas;Negocios locales;Educación;Salud;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Bienes raíces y propietario de vivienda;Diversidad y justicia social;Tecnología;Viajes y hospitalidad;Comida",Temas acerca de familias con niños;Temas acerca de los jóvenes;Temas acerca de propietarios de pequeñas empresas;Temas acerca de participacion comunitaria,Social media,Telemundo,Email/newsletter,Wallingford,DOMINICAN REPUBLIC,30-39,Parent,Yes,Yes,Yes,age30_49,Both English and Spanish,Yes,Woman,Both English and Spanish,Both English and Spanish,Both English and Spanish,Some,A lot,Some,A lot,Agree,Agree,Agree
Spanish,2022/06/28 9:39:05 AM EST,Local;Estatal,"Música, arte y cultura;Negocios locales;Educación;Eventos locales;Tecnología;Comida",Temas acerca de familias con niños;Temas acerca de los jóvenes;Temas acerca de jóvenes,Text message,NA,Text message,All others,OTHER,30-39,Parent,Yes,Yes,Yes,age30_49,English,Yes,Woman,English,English,English,A lot,A lot,A lot,A lot,Agree,Agree,Agree
Spanish,2022/06/28 12:39:36 PM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Música, arte y cultura;Educación;Salud;Oportunidades de participación comunitaria;Comida",Temas acerca de los jóvenes;Temas acerca de las personas de la tercera edad;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,News apps/news websites,Facebook,News apps/news websites,Wallingford,ECUADOR,40-49,Parent,Yes,Yes,No,age30_49,Spanish,Yes,Woman,Spanish,Spanish,NA,A lot,A lot,A lot,A lot,Agree,Agree,Agree
Spanish,2022/06/28 1:07:58 PM EST,Local;Regional/Nueva Inglaterra/NYC Metro;Internacional,"Salud;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Viajes y hospitalidad;Comida",Temas acerca de las personas de la tercera edad;Temas acerca de participacion comunitaria,Social media,"Telemundo, Univisión",Social media,Meriden,PUERTO RICO,50-59,None of these,Yes,Yes,Yes,age50_99,Spanish,Yes,Woman,Spanish,Spanish,Spanish,A lot,A lot,Some,A lot,Agree,Agree,Agree
Spanish,2022/06/29 4:56:08 PM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Negocios locales;Educación;Salud,Temas acerca de familias con niños;Temas acerca de participacion comunitaria,TV,Telemundo,TV,Meriden,OTHER,30-39,Parent,Yes,Yes,No,age30_49,Spanish,Yes,Woman,Both English and Spanish,Both English and Spanish,Both English and Spanish,A lot,Not at all,Some,A lot,Agree,Agree,Agree
Spanish,2022/06/29 5:01:44 PM EST,Internacional,"Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro)",Temas acerca de familias con niños,Social media,CNN,News apps/news websites,New Haven,OTHER,40-49,Parent,Yes,Yes,Yes,age30_49,Spanish,Yes,Man,Both English and Spanish,Both English and Spanish,Both English and Spanish,A lot,Some,A lot,Some,Neutral,Agree,Agree
Spanish,2022/06/29 5:20:29 PM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Políticas;Educación;Salud;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Diversidad y justicia social;Asuntos ambientales y cambio de climático",Temas acerca de las personas de la tercera edad,Text message,Telemundo y Univision,Text message,Meriden,PUERTO RICO,60-69,None of these,No,Yes,Yes,age50_99,Spanish,Yes,Man,Spanish,Spanish,Spanish,Some,Not at all,Some,Some,Neutral,Neutral,Neutral
Spanish,2022/06/29 5:39:27 PM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Deportes,Temas acerca de participacion comunitaria,Email/newsletter,Facebook,News apps/news websites,Meriden,OTHER,18-29,None of these,No,Yes,Not sure,NA,Spanish,Yes,Man,Spanish,Spanish,Spanish,Some,Not at all,A lot,Not at all,Agree,Disagree,Disagree
